Gerrit-Mohrmann.jpg :  ['Cumulonimbus', 'Mamma']
Toby-Sonneman.jpg :  ['A classic example', 'Stratus', 'Fractus']
Stefanie-Ramcke.jpg :  ['Stratocumulus', 'Cirrus', 'Uncinus']
Eva-Apro-Deli.jpg :  ['Altocumulus', 'Contrail', 'Our favourites', 'Cirrus', 'Above the clouds']
Sally-Agnew.jpg :  ['Altocumulus', 'Undulatus', 'Stratiformis']
Shane-Finnigan.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Mamma']
David-Andersen.jpg :  ['Contrail', 'Cirrus', 'Clouds that look like things']
Ralph-Croning.jpg :  ['Mamma', 'A classic example']
Friedrich-Schmidt.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things', 'Crepuscular rays & shadows']
Pete-Bickerton.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Clouds that look like things']
Emilie-Testa.jpg :  ['Altocumulus', 'Sunset / Sunrise']
Raf-Wuytjens.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Praecipitatio']
Carlos-Valenzi.jpg :  ['Cirrus', 'At night', 'Halos']
Juergen-Klimpke.jpg :  ['Altocumulus', 'Cumulus', 'Corona']
Maga-Triche.jpg :  ['Stratocumulus', 'At night']
Ellen-Reintjes.jpg :  ['Altocumulus', 'Contrail', 'Cumulus', 'Lenticularis', 'Cirrus', 'Mixed Sky']
Carol-Curran.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
Marg-Downing.jpg :  ['Stratocumulus', 'A classic example', 'Undulatus']
Ming-Ling-Tsay.jpg :  ['Corona', 'Cirrocumulus']
Junichi-Kai.jpg :  ['Contrail', 'Cumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Laura-Cohen.jpg :  ['Altocumulus', 'Cumulus', 'Sunset / Sunrise']
Paula-Mattila.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cumulonimbus', 'Rainbow']
Brian-ODonnell.jpg :  ['Cumulonimbus', 'Mamma']
James-Bowers.jpg :  ['Our favourites', 'Cumulonimbus', 'Mamma', 'Rainbow']
Linda-Holtby.jpg :  ['Contrail', 'Cumulus', 'Stratocumulus', 'Sunset / Sunrise']
Mike-Davies.jpg :  ['Cumulus', 'Arcus', 'Cumulonimbus']
Christine-Tierney.jpg :  ['Cirrus', 'Spissatus']
Jodi-Forsberg.jpg :  ['Contrail', 'Cumulus', 'Cumulonimbus', 'Cirrus', 'Radiatus']
Stefan-Koch.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Michael-Dewings.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Above the clouds', 'Stratus']
Joan-Laurino.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Janine-Bidmead.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Cumulonimbus', 'Clouds that look like things']
Veon-Sierra.jpg :  ['Altocumulus', 'Sunset / Sunrise']
Marlene-Denton.jpg :  ['Arcus', 'Cumulonimbus']
John-Roper-1.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
Guillaume-Bourieau.jpg :  ['Cumulus', 'Stratocumulus', 'Above the clouds', 'Clouds that look like things']
Alejandro-Benito-Rusinol.jpg :  ['Altocumulus', 'Our favourites', 'A classic example', 'Corona']
Mike-Nordin.jpg :  ['Cumulus', 'Our favourites', 'Cirrus', 'Clouds that look like things']
Dominic-Ely.jpg :  ['Cumulus', 'Cumulonimbus', 'Cirrus']
David-Oscarson.jpg :  ['Altocumulus', 'Contrail', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
Livia.jpg :  ['Altocumulus', 'Sunset / Sunrise', 'Undulatus', 'Floccus']
Erin-Rogers.jpg :  ['Cumulus', 'Cumulonimbus', 'Above the clouds']
Michelle-Hintz.jpg :  ['Contrail', 'Cirrus', 'Circumhorizon Arc']
Julie-Brancato.jpg :  ['Contrail', 'Cumulus', 'Cirrus', 'Fibratus', 'Uncinus', 'Vertebratus']
Mo-Warden.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
Howard-Slater.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things']
Adolfo-Garcia-Marin-1.jpg :  ['Stratocumulus', 'Crepuscular rays & shadows', 'Cirrostratus']
David-Fenster.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio']
Linda-Segreto.jpg :  ['Altocumulus', 'Our favourites', 'Sunset / Sunrise', 'Stratiformis', 'Pyrocumulus / Fumulus']
Karsten-Koehler.jpg :  ['Cirrus', 'A classic example', 'Uncinus']
Jason-Webber.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Praecipitatio']
Daniel-Thomason.jpg :  ['Cumulus', 'Lenticularis', 'Iridescence', 'Cirrocumulus']
Jerry-Harris.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things', 'Pileus / Velum']
Jerry-van-de-Beek-1.jpg :  ['Altocumulus', 'Cumulus', 'Undulatus']
Claudio-M-Fiore.jpg :  ['Altocumulus', 'Our favourites', 'Sunset / Sunrise', 'Clouds that look like things']
Roberval-Santos.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cirrus']
Alexander-Kalimeris.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Above the clouds']
Nancy-Oliver.jpg :  ['Cumulonimbus', 'Rainbow']
Garry-Wapshott.jpg :  ['Altocumulus', 'Clouds that look like things', 'Undulatus']
Cheryl-Olson.jpg :  ['Our favourites', 'Cirrus', 'A classic example', 'Circumhorizon Arc']
Dave.jpg :  ['Altocumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Virga']
Susanne-Althoff.jpg :  ['Altocumulus', 'Cumulonimbus', 'Asperitas', 'Undulatus']
Bartu-Gencer-1.jpg :  ['Cumulonimbus', 'Mamma']
Mike-Gorringe.jpg :  ['Cirrus', 'Halos']
Daniel-Eichel.jpg :  ['Cumulus', 'Cirrus', 'Circumhorizon Arc']
Sandra-Vallejos.jpg :  ['Cumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Cumulonimbus', 'Crepuscular rays & shadows']
Maria-Minelli-Weber.jpg :  ['Altocumulus', 'Cumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Cumulonimbus']
Nienke-Lantman.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things', 'Pileus / Velum']
Gunter-Dichgans.jpg :  ['Cumulus', 'Stratocumulus', 'Stratus']
Vicki-Smith.jpg :  ['Altocumulus', 'Our favourites', 'Asperitas', 'Undulatus']
Adolfo-Garcia-Marin.jpg :  ['Altocumulus', 'Cirrus', 'Sundogs']
Mickey-Lanty.jpg :  ['Cumulus', 'Cumulonimbus', 'Praecipitatio']
Dom-Tidey.jpg :  ['Cumulus', 'Our favourites', 'Stratus', 'Cap / banner clouds']
Afra-Cory.jpg :  ['Cumulus', 'Clouds that look like things', 'Fractus']
Gary-Riddle.jpg :  ['Altocumulus', 'Contrail', 'Our favourites', 'Sunset / Sunrise', 'Undulatus']
John-Campbell.jpg :  ['Altocumulus', 'Lenticularis', 'Sunset / Sunrise', 'Clouds that look like things']
Bartu-Gencer.jpg :  ['Cumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Mike-Lerch-1.jpg :  ['Our favourites', 'Sunset / Sunrise', 'Pyrocumulus / Fumulus']
Phillip-Nott.jpg :  ['Cumulus', 'Cumulonimbus', 'Clouds that look like things']
John-Roper.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Vanessa-Mignon.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
VonRiesling.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Mike-Lerch.jpg :  ['Our favourites', 'Cumulonimbus', 'Mamma']
Richard-Margolis.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things', 'Fractus']
Bill-Renda.jpg :  ['Cumulus', 'Our favourites', 'Rainbow']
Juergen-Klimpke-1.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'A classic example']
Jan-Fuller.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things']
Rina-Engelbrecht.jpg :  ['Altocumulus', 'Sunset / Sunrise', 'Floccus']
Alan-Tough.jpg :  ['Altocumulus', 'Lenticularis', 'Asperitas', 'Undulatus']
Guilherme-Silva.jpg :  ['Altocumulus', 'Our favourites', 'Corona', 'Undulatus', 'Lacunosus']
Tom-Bean.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites']
Junichi-Kai.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis', 'Our favourites', 'Clouds that look like things']
Thomas-Murawski.jpg :  ['Altocumulus', 'Cumulus']
Linda-Holtby-1.jpg :  ['Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Carlos-Venegas.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'A classic example']
Hee-Sang-Yoo.jpg :  ['Contrail', 'Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cirrus', 'Sundogs']
Fiorella-Iacono.jpg :  ['Cumulus', 'Above the clouds']
Dave-Hall.jpg :  ['Cumulonimbus', 'Tuba / Twister', 'A classic example']
Adam-Rope.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis']
Perry-Essig-e1464116471358.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Pileus / Velum', 'Roll cloud']
Paula-Mattila-1.jpg :  ['Cumulus', 'Our favourites', 'Cirrus', 'Clouds that look like things', 'Undulatus']
Maria-Minelli.jpg :  ['Cumulus', 'Stratocumulus', 'At night']
Linda-Holtby.jpg :  ['Cumulus', 'Above the clouds']
Bartu-Gencer-1.jpg :  ['Cirrus', 'Kelvin-Helmholtz']
Adolfo-Garcia-Marin.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Above the clouds']
Mike-Lerch-1.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis', 'Our favourites', 'Pileus / Velum']
Sushobhna-Batra.jpg :  ['Mamma', 'A classic example']
Stuart-Carlyle.jpg :  ['Altocumulus', 'Cumulus', 'Sunset / Sunrise', 'Virga']
Paul-Townsend.jpg :  ['Cumulus', 'A classic example']
Terry-Alby-1.jpg :  ['Contrail', 'Our favourites', 'Sunset / Sunrise']
Frank-Sennholz-1.jpg :  ['Cumulus', 'A classic example', 'Pileus / Velum']
Jean-Pierre-Merlet.jpg :  ['Cumulus', 'Cumulonimbus', 'Rainbow']
Mary-Rogers.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cumulonimbus']
Russ-Hendricks.jpg :  ['Contrail', 'Cirrostratus', 'Halos']
Nathalie-Le-Blanc.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise']
Russ-Hanbey.jpg :  ['Sunset / Sunrise', 'Cumulonimbus', 'Mamma']
Juergen-Klimpke.jpg :  ['Cumulus', 'Cumulonimbus', 'Praecipitatio']
John-Spurs.jpg :  ['Cumulus', 'Cumulonimbus']
Bartu-Gencer.jpg :  ['Altocumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
James-Bowers-1.jpg :  ['Our favourites', 'Arcus', 'Cumulonimbus', 'Roll cloud']
Patricia-Petrat.jpg :  ['Altocumulus', 'Our favourites', 'Asperitas', 'Undulatus']
Ayesha-Gavin.jpg :  ['Altocumulus', 'Cumulus', 'Corona', 'Undulatus']
Tom-Champoux.jpg :  ['Cirrus', 'A classic example', 'Circumhorizon Arc']
Suzan-Bunting-1.jpg :  ['Altocumulus', 'Contrail', 'Distrail']
Fulvio-Venditti-e1463513183315.jpg :  ['Cumulus', 'A classic example', 'Humilis']
Xiaobei-e1463512536588.jpg :  ['Arcus', 'Cumulonimbus', 'A classic example']
Roberval-Santos-e1463504820356.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cumulonimbus', 'Crepuscular rays & shadows']
Marie-Dent-e1463504140611.jpg :  ['Contrail', 'Stratocumulus', 'Undulatus']
Vicki-Theriault-e1463503187527.jpg :  ['Cumulonimbus', 'Mamma']
Rosie-Green-e1463420563724.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Anthony-Moor-e1463420050167.jpg :  ['Our favourites', 'Cumulonimbus', 'Asperitas']
Sallie-Mc-Kenna-e1463419164476.jpg :  ['Altocumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Cirrus', 'Cirrostratus', 'Sun pillar']
Peter-Leenen-e1463417931697.jpeg :  ['Stratus', 'Fog / Mist']
Paul-Bachem-e1463417503247.jpeg :  ['Cumulus']
Gina-Cunningham-e1463166627264.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Mamma', 'Pileus / Velum', 'Incus']
James-Ford-e1463165238481.jpg :  ['Cumulus', 'Above the clouds', 'A classic example']
Matt-English-e1463164117809.jpg :  ['Altocumulus', 'Stratocumulus', 'Undulatus']
Paul-Martini-2-e1463162815410.jpg :  ['Our favourites', 'Cumulonimbus', 'Praecipitatio', 'Lightning']
Andrea-Razzoli-e1463162109975.jpg :  ['Cumulus']
Bevin-Manoy-e1463083147315.jpeg :  ['Cumulus', 'Cumulonimbus', 'Praecipitatio']
Martha-Loutfi-e1463082275967.jpg :  ['Altocumulus', 'Contrail', 'Our favourites', 'Sunset / Sunrise', 'Clouds that look like things', 'Undulatus']
Gisela-Dittrich-e1463081232360.jpg :  ['Cirrus', 'Halos']
Linda-Niebanck.jpg :  ['Contrail', 'Clouds that look like things']
Betty-Bellamy-e1463079068986.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Fabienne-Joliet-e1462993211516.jpg :  ['Our favourites', 'Cirrus', 'Sundogs', 'Halos', 'Upper tangent arc']
Corli-Davison-1-e1462992416503.jpg :  ['Cumulonimbus', 'Mamma']
David-Oscarson-e1462990293769.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Praecipitatio']
Gary-Riddle-e1462989078848.jpg :  ['Altocumulus', 'Our favourites', 'Stratocumulus', 'Sunset / Sunrise', 'Stratus', 'Virga']
Linda-Stone-e1462988498932.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Rachel-Ruszczyk-e1462901793803.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio', 'Lightning']
kit-whye-wong-e1462900878654.jpg :  ['Cumulus', 'Cumulonimbus']
Jeffrey-Otten-e1462900216920.jpg :  ['Altocumulus', 'Sunset / Sunrise', 'Radiatus']
Erica-Mcalister-e1462898798862.jpg :  ['Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Mamma', 'Clouds that look like things']
Mike-Lerch-e1462897662598.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis']
Grant-Taylor-e1462818029190.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cumulonimbus']
Graham-Cook-e1462816152234.jpg :  ['Arcus', 'Cumulonimbus', 'Praecipitatio']
Terry-Alby-e1462814944374.jpg :  ['Contrail', 'Cumulus', 'Cirrus', 'Uncinus']
Paul-Martini-1-e1462813751546.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio']
Bryan-Hightower-e1462813041816.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Clouds that look like things']
Tony-Smith-e1462544080988.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Arcus', 'Cumulonimbus', 'Mamma', 'Cirrus']
David-Morgan-e1462538640756.jpg :  ['Altocumulus', 'Contrail', 'Cumulus', 'Sunset / Sunrise', 'Cirrus', 'Clouds that look like things']
Michael-Erb-e1462536567809.jpg :  ['Our favourites', 'Cumulonimbus', 'Mamma', 'A classic example']
Sam-Wigginton-e1462535773411.jpg :  ['Cumulus', 'Tuba / Twister', 'Horseshoe vortex']
Bill-Matthews-e1462535117596.jpg :  ['Cumulonimbus', 'Tuba / Twister', 'Praecipitatio']
Alan-Bellis-e1462475254760.jpg :  ['Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Rainbow', 'Praecipitatio']
Martin-Bogomolni-e1462392956140.jpg :  ['Our favourites', 'Mamma']
Rebecca-Hill-e1462392263625.jpg :  ['Altocumulus', 'Sunset / Sunrise', 'Undulatus']
James-Bowers-e1462391542626.jpg :  ['Altocumulus', 'Our favourites', 'Undulatus']
Paul-Martini-e1462390834807.jpg :  ['Cumulus', 'Cumulonimbus']
Paula-Mattila-e1462390527600.jpg :  ['Contrail', 'Sunset / Sunrise']
Brenda-Bruzon-e1462298754739.jpg :  ['Altocumulus', 'Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Undulatus']
John-Fergusson-e1462297497315.jpg :  ['Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio']
Michiel-de-Goeje-e1462296393621.jpeg :  ['Altocumulus', 'Our favourites', 'Asperitas', 'Undulatus']
Giovanni-Santin-e1462296237694.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Clouds that look like things']
Libby-Freihaut-e1462294823909.jpg :  ['Altocumulus', 'Cirrus', 'Fallstreak hole (cavum)']
William-Hughes-e1461933191364.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Praecipitatio', 'Capillatus']
Juergen-Klimpke-e1461931818247.jpg :  ['Cumulus', 'Stratocumulus', 'Above the clouds', 'Clouds that look like things']
Ciaran-Scully.jpg :  ['Altocumulus', 'A classic example', 'Undulatus']
Vicki-Theriault-e1461930285932.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Matt-Shields-e1461929379186.jpg :  ['Altocumulus', 'Lenticularis', 'Stratocumulus', 'Sunset / Sunrise']
Paul-Laplante-e1461854474172.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Mamma']
Hans-Stocker-e1461853783499.jpg :  ['Altocumulus', 'Contrail', 'Virga']
Vera-Uzhva-e1461854060899.jpg :  ['Altocumulus', 'Sunset / Sunrise']
Auke-Bijlsma-1.jpg :  ['Cumulus', 'Clouds that look like things', 'Fractus']
Mike-Davies-1-e1461851996768.jpg :  ['Cumulus']
Mark-Evans-e1461686525425.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Tuba / Twister', 'Horseshoe vortex']
Cheri-Pellegrino-e1461685551109.jpg :  ['Cumulonimbus', 'Asperitas']
George-Stergios-e1461684380813.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things', 'Incus']
Thomas-Reijersen.jpg :  ['Our favourites', 'Mamma', 'A classic example']
Iain-Languscg-e1461682332492.jpg :  ['Altocumulus', 'Undulatus', 'Altostratus']
Stephen-Ingram.jpg :  ['Lenticularis', 'Our favourites', 'Undulatus', 'Cirrocumulus', 'Lacunosus']
Harry-Lake.jpg :  ['Cumulus', 'Our favourites', 'Cirrus', 'Uncinus']
Nienke-Lantman-3.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things']
Jacob-Krynauw-e1461601319130.jpeg :  ['Altocumulus', 'Contrail', 'Corona', 'Crepuscular rays & shadows']
Shirley-Craine-e1461600833622.jpg :  ['Contrail', 'Our favourites', 'Cirrus', 'Clouds that look like things']
Hee-Sang-Yoo-e1461337161847.png :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Lightning']
Fiona-Clarke-e1461336497212.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Nienke-Lantman-e1461334638766.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Clouds that look like things']
Paula-Mattila-e1461333484330.jpg :  ['Cumulus', 'Sunset / Sunrise', 'Cumulonimbus', 'Pannus']
Mike-Davies-e1461332363703.jpg :  ['Contrail', 'Clouds with names']
Elizabeth-Mornin-1-e1461330420953.jpg :  ['Altocumulus', 'Cap / banner clouds']
Linda-Holtby-1-e1461261200381.jpg :  ['Altocumulus', 'Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Virga', 'Sun pillar']
Woo-Yeol-CHOI-e1461261658894.jpg :  ['Cumulus', 'Clouds that look like things', 'Fractus']
Cristina-Bianchi-e1461261872433.jpg :  ['Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio']
Witta-Priester-e1461262119664.jpg :  ['Altocumulus', 'Our favourites', 'Sunset / Sunrise', 'Asperitas', 'Undulatus']
Julian-Reckert-1-e1461161062592.jpg :  ['Cumulonimbus', 'Mamma']
Dmitry-Demin-e1461262289366.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites', 'Undulatus']
Bert-Vosters-e1461262361783.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things']
Ruth-Michel-e1461262498635.jpg :  ['Contrail', 'Our favourites', 'Sunset / Sunrise', 'Clouds that look like things']
Elizabeth-Hubert-e1461262663701.jpg :  ['Cumulus', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
Anne-Downie-e1461262914734.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Praecipitatio', 'Incus']
Evelyn-Richardson-e1461263073129.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Incus']
Mike-Lerch-e1461263227652.jpg :  ['Altocumulus', 'Undulatus']
Paul-Martini-e1461328956592.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Stratus', 'Fog / Mist']
Andrew-Kirk-e1461329027940.jpg :  ['Altocumulus', 'Contrail', 'Our favourites', 'Sunset / Sunrise']
Rina-Engelbrecht-e1461329096732.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Crepuscular rays & shadows', 'Incus']
Junichi-Kai-e1461329160807.jpg :  ['Altocumulus', 'Contrail', 'Sunset / Sunrise']
Andrew-Tredre-Short-e1461328758228.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis', 'Our favourites', 'Sunset / Sunrise', 'Undulatus', 'Fog / Mist']
Caleb-Jennings-e1461329275181.jpg :  ['Altocumulus', 'Sunset / Sunrise', 'Nacreous']
Bram-van-der-Horst-e1461328677897.jpg :  ['Stratocumulus', 'Roll cloud']
PhillipMamma-e1461324612290.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Mamma']
IMG_0845-copy-2-e1461324534549.jpg :  ['Cumulus']
Nigel-Welch-e1461324468979.jpg :  ['Our favourites', 'Mamma', 'A classic example']
GarySrise.jpg :  ['Altocumulus', 'Stratocumulus', 'Sunset / Sunrise']
LenticularisPhil.jpg :  ['Altocumulus', 'Contrail', 'Cumulus', 'Lenticularis', 'Our favourites']
SeanCB.jpg :  ['Cumulus', 'Arcus', 'Cumulonimbus', 'Mamma']
MikePannus.jpg :  ['Cumulus', 'Cumulonimbus', 'Pannus']
ModKH.jpg :  ['Contrail', 'Sunset / Sunrise', 'Cirrus', 'Kelvin-Helmholtz']
JanFullSset.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis', 'Sunset / Sunrise', 'Cumulonimbus']
PhilFunnel.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Tuba / Twister']
DianeAbove.jpg :  ['Cumulus', 'Above the clouds']
DavidMamma.jpg :  ['Cumulonimbus', 'Mamma']
AdeStreeets.jpg :  ['Cumulus', 'A classic example']
PabloFace.jpg :  ['Cumulus', 'Our favourites', 'Above the clouds', 'Clouds that look like things', 'Congestus', 'Pileus / Velum']
SunbirdPeter.jpg :  ['Contrail', 'Our favourites', 'Clouds that look like things', 'Sundogs']
DavidFS.jpg :  ['Altocumulus', 'A classic example', 'Fallstreak hole (cavum)']
VanCoast.jpg :  ['Altocumulus', 'Cumulus', 'Lenticularis', 'Our favourites', 'Stratocumulus']
PetraBow.jpg :  ['Cumulonimbus', 'Mamma', 'Rainbow']
DaveAsp.jpg :  ['Altocumulus', 'Our favourites', 'Stratocumulus', 'Asperitas']
RosieEnergy.jpg :  ['Cumulus', 'Cumulonimbus', 'Congestus']
BrinMamma.jpg :  ['Our favourites', 'Cumulonimbus', 'Mamma', 'A classic example']
ChrisCorona.jpg :  ['Altocumulus', 'A classic example', 'Corona']
MelMamma.jpg :  ['Our favourites', 'Mamma', 'A classic example']
PaulMtrain.jpg :  ['Cumulus', 'Our favourites']
YunusCirrus.jpg :  ['Cirrus']
JorgeFace.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things', 'Praecipitatio']
KimTrails.jpg :  ['Contrail', 'Sunset / Sunrise']
RobMagic.jpg :  ['Cumulus', 'Our favourites', 'Clouds that look like things']
JanSset.jpg :  ['Cumulus', 'Our favourites', 'Sunset / Sunrise', 'Cumulonimbus', 'Crepuscular rays & shadows']
AmaroStormy.jpg :  ['Cumulus', 'Cumulonimbus']
ChrisUndu.jpg :  ['Our favourites', 'Stratocumulus', 'Undulatus']
VasRays.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
DavidFront.jpg :  ['Altocumulus', 'Contrail', 'Our favourites', 'Sunset / Sunrise', 'Stratiformis']
FabSset.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Sunset / Sunrise', 'Cumulonimbus', 'Above the clouds']
JanTwin.jpg :  ['Cumulus']
JocSet.jpg :  ['Cumulus', 'Stratocumulus', 'Sunset / Sunrise']
CrisFace.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Clouds that look like things', 'Pileus / Velum']
RussMoon.jpg :  ['Cumulus', 'Stratocumulus', 'At night', 'Iridescence']
HansArcs.jpg :  ['Sundogs', 'Cirrostratus', 'Halos', 'Suncave parry arc', 'Upper tangent arc']
AndyMamma.jpg :  ['Cumulonimbus', 'Mamma']
AndrewIllum.jpg :  ['Stratocumulus', 'Stratus']
DougMoon.jpg :  ['Stratocumulus', 'At night']
LinsSet.jpg :  ['Cumulus', 'Sunset / Sunrise']
RobWarMachine.jpg :  ['Our favourites', 'Cirrus', 'Clouds that look like things']
AspUnduMike.jpg :  ['Altocumulus', 'Our favourites', 'Asperitas', 'Undulatus']
MikeAspUndu.jpg :  ['Altocumulus', 'Our favourites', 'Asperitas', 'Undulatus', 'Radiatus']
CharlesHshoes.jpg :  ['Cumulus', 'Tuba / Twister', 'Horseshoe vortex']
BlackpoolFrank.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus']
VasSset.jpg :  ['Altocumulus', 'Our favourites', 'Sunset / Sunrise', 'A classic example', 'Undulatus']
MammaJACK.jpg :  ['Cumulonimbus', 'Mamma', 'Praecipitatio']
CBtable.jpg :  ['Our favourites', 'Stratocumulus', 'Above the clouds', 'Stratus']
SarahLennies.jpg :  ['Altocumulus', 'Lenticularis', 'Our favourites']
AntSset.jpg :  ['Cumulus', 'Our favourites', 'Stratocumulus', 'Sunset / Sunrise', 'Crepuscular rays & shadows']
AdeSdog.jpg :  ['Contrail', 'Cirrus', 'Sundogs']
Carmensea.jpg :  ['Stratus']
JohnFace.jpg :  ['Cumulus', 'Our favourites', 'Cumulonimbus', 'Cirrus', 'Clouds that look like things']
GregKH.jpg :  ['Cumulus', 'Our favourites', 'Cirrus', 'Kelvin-Helmholtz', 'Cirrocumulus']
